name,minplayers,minplaytime,maxplaytime,minage,average,avgweight
Trap the Cap,2,30,30,6,4.78659,1.1111
Lucky Ducks,2,10,10,3,4.11589,1.0
Beat the Parents,2,30,30,8,4.33994,1.0
Poker Dice,2,10,10,8,5.0015800000000015,1.2549
Pictureka! Card Game,2,15,15,6,5.0143,1.0333
Pantomime Charades,2,30,30,8,4.9992,1.1026
Kanji Battle,2,60,60,12,4.37752,1.4706
Monopoly  The Simpsons,2,120,120,8,5.21973,1.6667
Speak Out,4,15,30,16,4.8948,1.0
Star Trek  The Game,2,60,60,10,4.35127,2.3333
Gother Than Thou  The Most Pretentious Card Game Ever Made,3,20,20,15,4.57872,1.1667
Trick 'r Treat,3,20,20,8,4.44119,1.1
Mushrooms,2,15,15,4,3.81208,1.0
DogFight WW1,2,30,30,8,3.56041,1.0
Outrage! Steal the Crown Jewels,2,45,45,8,4.82735,1.8462
Anasazi,2,30,30,10,4.95111,1.8298
Killer Bunnies and the Quest for the Magic Carrot,2,45,45,12,5.48604,1.8792
The Logo Board Game,2,40,40,12,5.16714,1.1951
Wench,3,25,25,18,4.57725,1.2667
Skip-Bo Deluxe,2,20,20,8,5.41718,1.23
The Princess Bride  Prepare to Die,3,15,15,8,3.4575,1.0
Young Jedi CCG,2,45,45,8,4.88128,1.625
Spellfire,2,90,90,10,5.19751,2.0227
The Game of Authors,2,5,15,7,4.45377,1.0323
Ramses Pyramid,2,20,20,8,5.02369,1.2432
Spare Time Bowling,2,60,60,8,3.92328,1.0909
The Hobbit Card Game,2,30,30,10,5.22607,1.4096
Devil Bunny Hates the Earth,2,20,20,10,4.82169,1.2308
Will Shortz Tribond,2,60,60,12,5.25943,1.3704
Deutschlandreise,2,45,45,9,4.41526,1.2
The Very Hungry Caterpillar Game,2,15,15,3,3.60174,1.0
Chomp!,2,20,20,6,4.7339699999999985,1.0455
Patience,1,10,10,8,4.7855,1.2683
Men Are From Mars,4,60,60,18,3.83093,1.375
Buffy the Vampire Slayer  The Board Game,2,60,60,14,3.89156,1.8889
Tjuv och polis,2,150,150,7,4.41465,1.6
Dante's Inferno,3,90,90,12,4.70097,2.0
Deal or No Deal,2,30,30,8,3.78217,1.8333
Pirateology  The Game,2,45,60,8,4.04433,1.5714
Mouse Trap,2,30,30,6,4.45205,1.0
Cashflow 101,2,180,180,10,5.15875,2.1607
Monopoly  Deluxe Edition,2,180,180,8,5.30164,1.9014
What Do You Meme?  A Millennial Card Game For Millennials And Their Millennial Friends,3,30,90,17,5.14397,1.0
Battle of the Sexes Card Game,2,30,30,12,3.34626,1.1
24 DVD Board Game,2,0,0,12,2.26043,1.0
ThinkBlot,2,45,45,10,4.39661,1.0
Survivor,4,60,60,18,4.02807,1.25
Tri-Ominos,2,30,30,6,5.30264,1.4294
Star Wars  Jedi Unleashed,2,45,45,8,4.6447,1.4444
PAC-MAN Game,2,20,20,7,4.8354599999999985,1.2821
Deer in the Headlights Game,2,30,30,5,4.74,1.1875
Are You the Traitor?,4,10,30,13,5.06162,1.4762
The Lord of the Rings  The Return of the King,2,60,60,8,3.66661,1.625
Trivial Pursuit  90's Time Capsule Edition,2,90,90,12,5.124230000000002,1.4082
Monopoly  The Here and Now Limited Edition,2,180,180,8,4.92227,1.7188
Pass-out,2,240,240,18,3.58929,1.125
Kriegspiel,2,60,60,12,4.6318199999999985,1.881
Quidditch  The Game,2,30,30,8,2.77244,1.75
Bunco Party,2,60,60,8,3.44355,1.25
Potions Brew,3,30,30,8,3.5002699999999995,1.0
Manga Manga,2,30,30,8,4.25635,1.1333
The Simpsons Ultimate Trivia Game,2,60,60,8,4.519430000000002,1.3684
The Haunting House,2,45,45,10,5.083469999999998,1.3968
The Walking Dead Board Game,1,45,45,16,5.09388,1.75
Fantasy,2,20,20,8,4.8877,1.1282
Intelligent Design vs. Evolution,2,60,60,8,1.37119,1.5
Warriors,2,30,30,8,4.98928,1.4082
Hit the Deck,2,20,20,6,4.41704,1.0
The Club,2,60,60,15,4.45599,1.72
Pop the Pig,2,15,15,4,4.13967,1.0
Go To The Top Of The Class,2,45,45,6,4.55696,1.2
Feed the Kitty,2,15,15,4,4.86368,1.0263
Pass the Pigs,2,30,30,8,5.34508,1.0622
Fallen City of Karez,1,120,120,12,4.49206,3.0645
Trivial Pursuit  20th Anniversary Edition,2,180,180,12,5.20971,1.8514
Anti-Monopoly II,2,120,120,8,3.80691,1.4706
Monopoly  Star Wars Limited Collector's Edition,2,60,60,8,5.18257,1.6386
Angry Birds  The Card Game,2,10,10,5,4.65158,1.0909
Super Deck!,2,20,20,12,2.05329,1.4444
Battlestar Galactica,2,30,30,7,4.14059,1.1481
Tom Clancy's Politika,2,90,90,12,4.23335,2.7368
HeroQuest 25th Anniversary Edition,0,0,0,0,3.2678700000000003,2.75
Pogs,2,1,5,0,4.0107800000000005,1.1
Cheater,2,45,45,7,4.0747300000000015,1.0625
Star Wars   Escape From Death Star Game,2,20,20,7,4.78555,1.1471
Quelf,3,60,60,12,5.2956699999999985,1.2793
Yahtzee,2,30,30,6,5.34834,1.1848
Ants in the Pants,2,10,10,4,4.3325,1.0667
Monopoly  Electronic Banking,2,160,160,8,5.00105,2.05
Pretty Pretty Princess,2,20,20,5,4.30665,1.0417
Oneupmanship  Mine's Bigger,2,90,90,12,1.04921,1.0
DICEcapades!,2,30,30,12,5.01558,1.5
Rock 'Em Sock 'Em Robots,2,10,10,6,4.5933199999999985,1.037
Pop-Up Pirate!,2,20,20,3,4.67571,1.0645
Redshirts,2,30,30,12,4.59079,1.4348
Stay Alive,2,30,30,8,4.98181,1.2029
Are You Smarter Than a 5th Grader?,2,30,30,8,4.10573,1.4615
Marbles,0,10,10,4,4.6778900000000005,1.1064
Slamwich,2,20,20,6,5.0895,1.1014
Lord of the Rings  The Search,2,30,30,10,5.04411,1.5974
Wheel of Fortune  Revised Edition,2,60,60,10,4.56845,1.2571
Overturn  Rising Sands,2,90,160,15,1.49398,0.0
The Lord of the Rings  The Two Towers Board Game,2,60,60,8,3.5455,1.2222
Power Lunch,2,45,45,10,2.72413,1.5
Don't Wake Hulk,2,20,20,3,4.45536,1.0
Hengist,2,20,20,7,4.9004900000000005,1.68
Electronic Battleship,2,30,30,8,4.75823,1.2812
Bionicle Adventure Game  Quest For Makuta,2,60,60,8,4.1014599999999986,2.0
Edison & Co.,2,45,45,12,4.48856,2.0333
Crocodile Pool Party,2,30,30,8,4.3905699999999985,1.2973
Carcassonne  The Dice Game,2,10,10,8,4.9749,1.1136
Harry Potter and the Sorcerer's Stone Quidditch Card Game,2,60,60,8,4.2142800000000005,1.2778
Bondespelet,2,90,90,7,4.3841800000000015,1.6316
Elefun,2,10,10,3,4.4877699999999985,1.0286
Scrabble Junior,2,30,30,5,4.66566,1.4324
Angry Birds  Knock on Wood,2,25,25,5,4.5965099999999985,1.2414
UNO,2,30,30,6,5.37011,1.1208
Scrabble Slam!,2,15,15,8,5.11881,1.1828
Arne,2,15,15,8,3.63211,1.2174
Shut the Box,2,30,30,8,5.04714,1.0864
Dragonology  The Game,2,60,60,8,4.5152,1.4667
Eurobusiness,2,90,90,14,4.69661,1.52
Le Boomb!,2,5,15,6,4.36351,1.0
Giant Cthulhu Dice,2,5,5,10,5.21066,1.1237
Penguin,2,20,20,8,4.65463,1.0725
Letter of Marque,3,20,20,8,4.78937,1.1458
Wadjet,2,90,90,10,3.86089,2.1111
Bowling Dice Game,1,10,10,6,4.50336,1.0294
Bitin' Off Hedz,2,60,60,10,4.60092,1.2037
A Chaotic Life!,2,30,30,10,3.16562,1.0909
Don't Spill the Beans,2,10,10,3,4.2367599999999985,1.16
Lotto,2,30,30,3,3.722,1.2857
Alien  USCSS Nostromo,2,20,40,14,1.2354,0.0
Nero  Legacy of a Despot,3,100,100,12,3.66214,2.3462
CSI  Crime Scene Investigation \u2013 The Board Game,2,90,90,13,3.89197,1.9524
Burn in Hell,2,90,90,12,4.43503,1.7805
Uncle Wiggily,2,30,30,4,4.11219,1.0333
Mad Gab,2,45,45,10,5.00354,1.2597
Buckaroo!,2,10,10,4,4.52317,1.0
Snap,2,10,10,5,3.37446,1.1481
Titanic  The Board Game,2,90,90,7,4.22927,1.3103
Tenzi Snazzy Set,2,1,5,7,4.81414,1.0
Sim City  The Card Game,1,120,120,10,4.40957,2.3261
Let's Go Fishin',1,10,10,4,4.39829,1.1212
Jacks,2,1,1,5,3.78907,1.1111
Global Survival,2,120,300,14,1.85,2.1818
Urban Myth,2,45,45,12,3.3826,1.2
Spank The Berry Bird,2,30,30,5,3.25362,1.0
Man Bites Dog,2,10,10,8,4.67624,1.1091
The Game of Life (40th Anniversary Edition),2,30,30,9,4.4778,1.2857
Trump  The Game,3,90,90,12,4.45671,1.7368
The Hobbit  The Defeat of the Evil Dragon Smaug,2,30,30,8,4.8321,1.3214
Lost  The Game,2,60,60,12,3.6954,2.48
Trivial Pursuit  Genus Edition,2,90,90,12,5.21255,1.6531
Coaster Park,2,30,60,8,3.67964,2.3333
Vexation,2,45,45,6,4.7885800000000005,1.1909999999999998
Chinese Checkers,2,30,30,7,5.1180900000000005,1.5875
Assassin,3,30,90,10,3.4755800000000003,1.4286
The Lord of the Rings  The Fellowship of the Ring,2,45,45,8,3.24125,1.4286
A Question of Scruples,4,60,60,18,4.62525,1.3729
The Mad Magazine Game,2,60,60,8,4.90912,1.1981
Who Wants to Be a Millionaire,2,60,60,10,4.62704,1.4545
Don't Break the Ice,2,20,20,4,4.74575,1.1096
Outdoor Survival,1,30,30,10,4.71457,1.75
Ker Plunk,2,20,20,5,4.7803900000000015,1.0306
Monopoly  Star Wars Classic Trilogy,2,90,90,8,4.94931,1.7692
Bunco,2,45,45,8,3.07441,1.0968
Zobmondo!! Would You Rather Classic Card Game,3,20,20,12,4.34702,1.2195
Go for Broke!,2,60,60,8,4.66868,1.125
Labyrinth,1,20,20,6,4.5877,1.3299
Jumanji,2,45,45,8,4.48431,1.4474
MindTrap,2,60,60,12,4.75019,1.9635
Dirty Minds  The Game of Naughty Clues,2,45,45,18,4.05256,1.16
In a Pickle,2,20,20,10,4.67874,1.2093
Phase 10,2,45,45,8,5.097,1.3041
Afrikan t\u00e4hti,2,45,45,6,4.63089,1.0977
Crazy Eights,2,20,20,4,4.37615,1.0741
The Ungame,2,60,60,5,2.80387,1.2083
Tiddledy Winks,1,10,10,4,3.88934,1.1017
Solitaire,1,15,15,6,4.33073,1.5109
Blackjack,2,30,30,8,4.61612,1.5038
Memory,2,30,30,3,4.7499400000000005,1.1674
Simon,1,30,30,7,4.2472400000000015,1.2769
Hangman,2,10,10,6,4.19742,1.1194
Time Shock!,1,6,6,4,4.28951,1.0541
Fact or Crap Movies,3,30,30,12,3.82687,1.2059
Payday!,2,30,30,8,4.77177,1.2342
Top Trumps,2,20,20,6,4.22065,1.0549
Checkers,2,30,30,6,4.872330000000002,1.7716
Connect Four,2,10,10,6,4.85686,1.2068
Guess Who?,2,20,20,6,4.78753,1.1268
Monopoly Junior,2,45,45,5,4.31985,1.1753
Anti-Monopoly,2,120,120,8,3.62617,1.5862
The Worst-Case Scenario Survival Game,2,20,40,8,3.31411,1.2
Barrel of Monkeys,1,10,10,3,3.60602,1.0645
Game of Goose,2,20,20,5,3.41621,1.0147
Roulette,2,1,1,8,3.4211400000000003,1.1364
Twister,2,10,10,6,4.54025,1.0833
The Oregon Trail Card Game,2,30,45,12,4.33944,1.2
Pick Up Sticks,2,10,30,4,4.24573,1.0479
Hi Ho! Cherry-O,2,10,10,3,3.59396,1.0833
Battleship,2,30,30,8,4.61148,1.2269
Pachisi,2,30,30,5,4.48265,1.1983
Cootie,2,20,20,3,3.34211,1.026
Hungry Hungry Hippos,2,10,10,4,4.12656,1.0539
The Simpsons Battle of the Sexes,2,45,45,12,3.471,1.0845
Sorry!,2,30,30,6,4.50562,1.1647
Go Fish,2,20,20,4,3.59536,1.0566
Old Maid,2,5,5,4,3.593,1.0185
Mouse Trap on a Keychain,2,30,30,6,4.09685,1.1152
Shocking Autopsy,1,10,10,6,4.08678,1.102
Monopoly,2,60,180,8,4.36266,1.6614
LCR,3,20,20,5,3.32357,1.0508
Trouble,2,45,45,4,3.78233,1.0519
The Game of Life,2,60,60,8,4.269819999999998,1.1783
War,2,30,30,4,2.25305,1.0
Bingo,2,60,60,5,2.79674,1.0476
Candy Land  The Disney Theme Park Edition,2,30,30,3,3.1904,1.0669
Chutes and Ladders,2,30,30,3,2.82867,1.0217
Tic-Tac-Toe,2,1,1,4,2.63756,1.1574
The Garden Game,2,30,30,8,3.88636,2.0
MedFront,2,180,180,12,6.3352900000000005,3.1667
VolgaFront,2,240,240,12,7.43968,3.0833
EuroFront,2,600,600,12,7.084039999999999,3.8667
Peaceful Resistance,2,30,30,0,5.51667,0.0
Green Thumb Cards,2,45,45,7,6.77083,1.25
Wortelboer,2,30,30,0,4.11765,0.0
Elfengold,2,120,120,10,7.005139999999999,2.6275
Formula De,2,120,120,10,6.987889999999998,1.965
Advanced Civilization,2,360,480,12,8.02559,3.6634
Skworms,2,30,30,6,4.0,0.0
Knightmare Chess,2,60,60,10,6.4284,2.5918
Die Siedler von Catan  Historische Szenarien,3,90,90,10,6.56125,2.5376
Looney Leo,0,0,0,0,0.0,0.0
The Seafarers of Catan,3,90,90,10,7.15307,2.408
El Grande  K\u00f6nig & Intrigant,2,90,90,12,7.40108,3.0968
Neighbors,2,40,40,0,1.8,0.0
La Isla Bohnit\u00e2,2,90,90,12,5.83974,2.0
Bohnanza Erweiterungs-Set,3,45,45,12,7.044860000000001,1.6389
Dump,0,0,0,0,5.5,0.0
Age of Arguments,4,120,120,0,5.38462,0.0
Dilemma,3,30,30,10,4.00385,1.0
Sufferin' Spirits,2,120,120,0,5.825,2.0
Bretonenboule,2,15,15,8,6.53333,1.0
WarChest,2,0,0,12,6.43846,0.0
Shark Bait,0,0,0,0,5.125,1.0
Cat vs. Mouse,2,30,30,10,4.83333,0.0
Ice Blocks,2,0,0,10,5.28571,1.5
Flohzirkus,2,0,0,5,6.6875,1.0
Quartier Latin,4,45,45,0,5.36111,0.0
Terrain Game,2,60,60,0,5.0,1.6667
Illuminati  Y2K,2,60,180,13,7.0019800000000005,2.5455
Protzen,2,30,30,8,4.62941,2.0
Field of Fire,2,0,0,12,5.5,0.0
The El Grande Expansions,2,90,90,12,7.3467,3.0893
Trolley Car,2,30,30,8,5.84,2.0
El Grande  Grandissimo,2,90,90,12,6.89584,3.0882
Stack 21,2,30,30,8,3.22222,1.0
Ferkelei,2,45,45,8,5.48,1.0
Mini Cube Fusion,2,15,15,0,5.38235,2.0
What's That on My Head?,3,45,45,8,6.6,2.0
Blindside,4,0,0,0,6.25294,2.0
Shift,2,30,30,0,4.33333,0.0
Stump,2,30,30,10,6.37241,1.0
Refugium,2,20,20,10,5.8,3.0
X-it!,2,20,20,12,5.0488300000000015,3.0
Timeline,2,45,45,12,6.38889,0.0
Dubble Kross,3,120,120,0,7.0,0.0
Over the Edge,2,20,20,8,5.83333,2.0
Triple Threat Baseball!,2,60,60,0,6.3125,1.0
Don't Make Me Laugh Sr.,2,45,45,11,3.7,1.0
Don't Make Me Laugh Jr.,2,30,30,5,3.65,0.0
Strange But True?,2,45,45,12,4.15667,0.0
Hollywood's Reel Schpeel,4,60,60,10,5.8,0.0
Matheeno,2,20,20,9,3.0,0.0
Ultimate Soccer of America,2,30,30,8,4.66667,3.0
Wicked Words,4,30,30,14,6.0625,4.0
Dutch Mountains,2,0,0,0,5.25,1.0
Shocks & Scares,2,60,60,10,5.96316,1.0
Balmy Balloonists,2,60,60,10,5.66964,2.6667
Buddel Bande,2,30,30,6,5.8125,1.0
Auction America  The Trivia Game for Any Collector,2,60,60,0,4.0,0.0
Big Battle,2,120,120,12,5.96667,0.0
Flucht aus Mangrovia,2,30,30,8,4.39545,0.0
Camlyn's Destiny,2,180,180,12,5.1235300000000015,2.0
FIB-OR-NOT?,2,60,60,10,4.9,0.0
Atlantis,0,0,0,0,6.375,0.0
Pythago,1,60,60,0,4.31818,1.0
Ad Mania,2,60,60,8,4.33333,1.0
Smuggle,2,90,90,8,4.4,0.0
LifeLinks,1,10,10,8,5.5,0.0
Stir Crazy,6,180,180,0,7.285710000000001,4.0
Dear Abby,3,60,60,13,6.0,0.0
Initial Reaction,2,45,45,12,5.4,0.0
Beheaded,2,30,30,12,5.25,1.0
High Bohn,3,45,45,12,6.652189999999999,1.8214
The Cities and Knights of Catan,3,90,90,12,7.45821,2.9007
Nametrain,2,45,45,12,4.91667,1.0
Rolazone,2,30,30,0,0.0,0.0
Grapple,2,10,10,8,3.0,1.0
ZOKI,1,30,30,10,5.23684,1.5
Contango,2,90,90,10,0.0,0.0
Kommissar X,2,30,30,8,4.77083,1.0
Seven Deadly Sins,2,90,90,18,3.6,0.0
The Keep,3,45,45,10,5.8331,1.8
Corner the Market,2,120,120,12,4.33333,2.0
1848,2,0,0,12,4.76,3.5
Alcazar,2,30,30,12,6.01034,2.0
Auf Trab im Sulkydrom,2,30,30,10,5.13333,1.5
Svea Rike  Batalj,2,180,180,12,5.02439,2.5
Der Tiger ist los,2,15,15,5,5.25,2.0
Diver,2,0,0,8,4.3,1.5
Finger weg von Mona Lisa,2,60,60,10,6.611110000000001,2.0
Finito,2,20,20,8,5.4565199999999985,1.0
Galaxis,3,20,20,10,5.82,2.0
Canyon  Grand Canyon,3,0,0,10,6.41303,2.1667
Harun,2,25,25,10,6.66667,0.0
Himalaya,2,45,45,10,5.44545,2.0
Konzern,3,90,90,10,5.71154,2.0
Xenophon  10,2,120,120,0,6.53103,3.8
Max.X,1,10,10,10,6.33333,2.0
Momo,2,60,60,12,6.58333,2.0
Mutternland,2,45,45,10,7.2619,3.5
Paule Panik,2,45,45,8,5.6875,1.0
Piratenpoker,3,20,20,7,4.60714,1.0
Pow Wow,2,10,10,10,5.58824,1.0
Rockets,3,45,45,8,4.71429,1.0
Sansibar,3,45,45,8,5.1315800000000005,1.0
Ordino,2,30,30,0,6.0,0.0
Head Quarter,2,15,15,10,6.14,1.8
Big Bang,2,15,15,5,7.0,1.0
Baubylon,2,60,60,10,6.53214,2.0
Evolution,2,0,0,10,6.12222,1.0
Hexenjagd,2,0,0,5,2.5,0.0
Kaminett,2,45,45,0,5.33333,0.0
Der Schatz der Erdgeister,2,45,45,12,4.8,1.0
Luftschl\u00f6sser,2,60,60,8,5.15,2.0
Feuer und Wasser,2,10,10,10,5.875,0.0
Die Goldene Eins,2,30,30,12,4.72222,1.0
Don't Give Up Your Day Job!,6,120,120,8,0.0,0.0
Check the Ripper,2,45,45,12,4.76087,1.5
Kiezk\u00f6nig,3,60,60,16,3.0,1.0
Botany Bay,3,360,360,12,4.33333,0.0
Archimedes,2,20,20,10,5.7,0.0
Road Warrior,2,0,0,8,4.46364,1.5
Quest For Power,1,90,90,12,3.14286,2.0
Die Siedler von Catan  Das Buch zum Spielen,2,60,60,12,7.25782,2.9219
Fantastische Ballonreise,2,45,45,7,3.66667,0.0
Pass the Gas,2,45,45,8,6.1,0.0
Money,2,90,90,8,0.0,0.0
Nuts! To You,2,20,20,6,0.0,0.0
Rus',3,180,180,12,6.25667,2.5
Delfino,2,45,45,10,4.38125,1.0
Dow Jones,3,0,0,12,3.09375,0.0
Geisterstunde,2,30,30,6,5.75294,1.0
Lucky Five,2,30,30,10,4.58824,2.0
Tendix,2,45,45,0,5.7333300000000005,2.0
Tower of Babylon,0,0,0,0,0.0,0.0
Tschau Knacki,3,20,60,9,3.16667,0.0
Walkabout,3,0,0,6,6.0,0.0
Casablanca,2,30,30,0,4.96875,1.0
C'est la Vie,2,10,10,12,3.25,2.0
Cloudbusters,3,60,60,12,5.8,2.0
Game,2,10,10,5,5.30769,1.0
RallySport Board Game,2,240,240,10,4.8,1.0
Kommando,2,15,15,9,6.20909,1.5
Looping,2,20,20,6,4.13333,1.0
Fat Cats,3,20,20,10,5.18,2.0
Gods,2,45,45,10,6.785710000000001,0.0
Maneuver,2,45,45,0,6.21073,1.5
So ein Zirkus,2,10,10,6,5.98,2.0
Schlangennest,2,20,20,8,5.6304300000000005,2.5
BattleGrid,2,45,45,12,6.44,0.0
Hacker II  The Dark Side,2,120,120,12,6.19294,2.3846
Cue Me!,3,60,60,0,6.07143,2.3333
Octet,2,30,30,10,5.95,0.0
Plem Plem,3,60,60,8,5.69231,1.0
The Dog's Meow,2,10,10,6,5.6483300000000005,1.0
Contra,2,30,30,10,6.35714,1.5
Ancient Empires,4,360,360,12,6.1916699999999985,0.0
Doubloon Lagoon,2,30,30,8,5.0,2.0
Simple GBoH,2,90,90,10,7.4313,2.9032
Atlantic,2,120,120,12,4.66667,2.0
Play To Become a Millionaire,2,60,60,7,6.53333,2.0
Die Siedler von Catan  Historische Szenarien II,4,90,90,10,6.93458,2.3966
Earthdefenders,1,10,10,10,0.0,0.0
Abenteuer im Wichtelwald,2,0,0,8,5.85,2.0
Aber Hallo!,3,0,0,10,5.65517,1.8
Alarm,3,20,40,7,5.86471,1.0
Alles klar?,2,0,0,10,5.42857,2.0
Alles oder Nichts,3,30,30,8,4.92857,0.0
Banking,2,60,60,12,4.83333,1.0
Basta!,2,0,0,9,4.75,1.0
Spawn  The Game,2,30,30,8,4.23609,0.0
Breakout!,2,45,45,8,5.43478,1.5
Scre-e-ech!,2,20,20,0,5.79167,1.6667
Dinoquest,2,60,60,8,5.51905,1.0
Turtles,2,30,30,0,2.83333,0.0
Dimenticato,2,20,20,6,5.83333,1.0
RYB,2,20,20,10,6.5,2.0
Rocketball,2,30,30,8,5.0,2.0
Run,2,45,45,10,4.79444,2.0
Peep War,2,90,90,10,5.08333,2.3333
Crazy Rummy,2,20,20,8,4.75,3.5
Rebel Rails,2,150,150,0,5.11111,0.0
Entrepreneur,2,45,45,8,5.4130400000000005,2.0
VI Caesars,2,180,180,0,6.53684,3.0
Towers of Wyoming,2,20,20,8,4.5,1.6667
Blind Ignorance,2,30,30,14,6.125,0.0
Domingo,2,20,20,0,4.33333,0.0
Plunder,4,90,90,10,8.16667,2.0
Another Day,3,45,45,10,6.24188,1.8182
The Cigar Game,3,45,45,12,4.16667,0.0
Manic Minelayers,2,10,10,10,6.0,2.0
Bohnanza Erweiterungs-Set (Revised Edition),3,60,60,12,7.00483,1.7805
Stash,2,120,120,18,5.66941,2.0
Isis,2,30,30,10,5.75,2.5
Supremacy  Warlords and Pirates of the Neutral Zones,0,10,10,12,6.24682,2.2222
Pharao,2,30,30,7,6.5,1.5
PitchCar Extension 1,2,20,20,6,7.5903,1.0842
Ramses,2,30,30,12,6.26607,3.0
Supremacy  Resource Deck Two,2,340,340,12,6.53589,2.8571
Het 1845 Spel,2,30,30,8,4.2,1.0
Amro-Dam,3,30,30,0,5.54545,1.0
Block Mania  Mega-Mania,3,120,180,14,6.6908699999999985,2.4
Libero,2,45,45,10,6.5,0.0
Judge 'n' Jury,2,45,45,10,4.825,2.0
Total Attack!! Soccer,2,120,120,8,6.44423,2.1667
Space Empires,2,120,120,12,6.48,2.2
Avant\u00e9,2,30,30,0,3.76667,0.0
Mississippi Queen  The Black Rose,2,45,45,10,6.73084,1.8919
RoboRally  Armed and Dangerous,2,90,90,12,7.786389999999999,2.6916
Banzai,1,60,60,12,8.18132,3.3333
ChessMage  Deck of the Myriad Shards,2,45,45,10,0.0,0.0
Tension,2,10,10,6,5.07895,1.0
Nevo,2,30,30,8,5.18571,2.0
Russian Roulette,2,45,45,0,3.25,0.0
Ivy Towers,2,60,60,10,1.5,0.0
Ambush! Purple Heart,1,240,240,12,7.67145,3.1860000000000004
Ambush! Move Out!,1,240,240,12,7.57085,3.0943
Creature Features,2,120,120,0,6.6,3.0
The Worlds of Boris Vallejo,1,60,60,12,4.48214,1.8
Ambush! Silver Star,1,240,240,12,7.63523,3.1034
Quest of the Magic Ring,2,60,60,10,5.55862,1.625
Galileo,2,45,45,10,5.45455,2.0
Archie Bunker's Card Game,2,30,30,10,5.3913,2.0
Romeo und Julia,2,45,45,18,4.5,0.0
Maul of America  Chopping Maul,2,120,120,10,4.09091,0.0
Escape from the Casbah,2,90,90,10,6.375,0.0
Drinkers Wild,2,90,90,18,2.84615,1.0
Police State,2,120,120,10,5.0,1.0
Beat Detroit,2,90,90,0,4.67647,1.3333
Balance of Power,2,30,30,10,5.53704,1.0
Heisse \u00d6fen,2,10,10,4,4.8125,1.0
Battle Hymn  Leatherneck,1,240,240,12,7.8702,3.2381
Modern Naval Battles II  The Campaign Game,2,90,90,12,6.7664300000000015,2.25
Modern Naval Battles III,2,120,120,12,6.7763800000000005,2.1429
Illuminati  Brainwash,2,180,180,10,5.7377699999999985,2.7143
Blood Bowl  DeathZone,2,120,120,12,7.595510000000001,2.8333
Knightmare Chess 2,2,60,60,10,6.72043,2.7805
Hot Property!,2,90,90,8,5.2,2.0
Kremlin  Revolution,3,90,90,12,6.86178,2.1538
War of the Networks,2,90,90,12,6.15417,1.0
Attacke,2,45,45,8,0.0,0.0
Mouse,2,30,30,6,5.64286,0.0
Bei Nacht und Nebel,2,45,45,8,3.97727,1.0
Jago,2,30,30,8,6.5666699999999985,2.0
Epicus,2,180,180,12,6.909089999999999,2.5
Talisman  The Adventure,2,240,240,9,6.88293,2.0333
Talisman Expansion Set,2,120,120,9,6.94042,2.15
Talisman Dragons,2,240,240,9,6.40832,2.2353
Talisman City,2,240,240,9,6.35612,2.2319
The Talisman Dungeon,2,240,240,9,6.5017,2.1084
Talisman Timescape,2,240,240,9,5.90957,2.1343
Heroes for Dungeonquest,1,90,90,10,7.06705,2.2857
Dungeonquest  Catacombs,1,90,90,10,6.5963600000000016,2.35
Eyewitness Newsreel Challenge  A VCR Game,2,60,60,8,4.66364,1.0
Haps,2,45,45,10,4.79655,2.0
Kiek,3,10,100,8,5.61765,0.0
Fette K\u00fche,3,60,60,0,5.625,0.0
Gossip,4,30,30,10,4.56,1.0
Advanced Heroquest  Terror in the Dark,2,120,120,10,7.03568,2.5
HeroQuest  Return of the Witch Lord,2,120,120,10,7.19913,2.1667
HeroQuest  Kellar's Keep,2,120,120,10,7.1357800000000005,2.1111
HeroQuest  Barbarian Quest Pack,2,120,120,12,7.385510000000001,2.0588
HeroQuest  Elf Quest Pack,2,120,120,10,7.233630000000002,2.4167
HeroQuest  Against the Ogre Horde,2,120,120,8,7.36569,2.4
HeroQuest  Wizards of Morcar,2,120,120,10,7.51317,2.3448
Sale of the Century,3,30,30,10,5.472,2.0
Password Plus,4,30,30,10,7.482760000000002,1.5
Divine Right  Scarlet Empire,2,180,180,12,4.0,5.0
Dark World  Village of Fear,2,90,90,10,5.53636,1.6842
Dark World  Dragon's Gate,2,90,90,10,5.91867,1.6
Og,2,60,60,12,4.9,0.0
Pentacle,3,60,60,10,5.4,0.0
Phart!  The Dispersing,2,60,60,0,4.58824,2.0
Raiders and Traders  The Heroic Age of Greece,1,120,120,12,6.41667,2.3333
Space Race,1,90,90,0,5.33333,1.6667
Risk \u00c9dition Napol\u00e9on  Extension Empire Ottoman,2,120,120,10,7.225810000000001,2.0
Battle Dice,2,30,30,8,4.42857,0.0
Clean Sweep,2,20,20,6,5.5,0.0
Shrimpin',2,90,90,13,5.8,1.6667
Witch Hunt,3,60,60,13,5.36667,1.4
Rally,2,30,30,0,9.0,0.0
Chalet,2,90,90,10,4.27778,2.5
Doomsday Cult 2000,2,30,30,10,0.0,0.0
Chill Out!,2,10,10,0,4.42857,0.0
The Who,3,30,30,10,6.888889999999999,2.0
Odd Ball,2,30,30,0,4.16667,0.0
Hurricane,2,60,60,10,6.625,0.0
Zocker,2,20,20,6,3.0,0.0
Zock,2,45,45,12,2.95,0.0
W\u00fcrfel-Duell,4,45,45,10,5.47,2.0
W\u00f6rtersee,2,20,20,10,5.75,1.5
